area,point,data_type,data_file_name
秋田県,象潟,平均年,mea32616.txt
秋田県,象潟,多照年,max32616.txt
秋田県,象潟,寡照年,min32616.txt
秋田県,矢島,平均年,mea32626.txt
秋田県,矢島,多照年,max32626.txt
秋田県,矢島,寡照年,min32626.txt
秋田県,湯沢,平均年,mea32691.txt
秋田県,湯沢,多照年,max32691.txt
秋田県,湯沢,寡照年,min32691.txt
秋田県,湯ノ岱,平均年,mea32771.txt
秋田県,湯ノ岱,多照年,max32771.txt
秋田県,湯ノ岱,寡照年,min32771.txt
岩手県,種市,平均年,mea33006.txt
岩手県,種市,多照年,max33006.txt
岩手県,種市,寡照年,min33006.txt
岩手県,軽米,平均年,mea33026.txt
岩手県,軽米,多照年,max33026.txt
岩手県,軽米,寡照年,min33026.txt
岩手県,二戸,平均年,mea33071.txt
岩手県,二戸,多照年,max33071.txt
岩手県,二戸,寡照年,min33071.txt
岩手県,山形,平均年,mea33136.txt
岩手県,山形,多照年,max33136.txt
岩手県,山形,寡照年,min33136.txt
岩手県,久慈,平均年,mea33146.txt
岩手県,久慈,多照年,max33146.txt
岩手県,久慈,寡照年,min33146.txt
岩手県,荒屋,平均年,mea33166.txt
岩手県,荒屋,多照年,max33166.txt
岩手県,荒屋,寡照年,min33166.txt
岩手県,奥中山,平均年,mea33176.txt
岩手県,奥中山,多照年,max33176.txt
岩手県,奥中山,寡照年,min33176.txt
岩手県,葛巻,平均年,mea33186.txt
岩手県,葛巻,多照年,max33186.txt
岩手県,葛巻,寡照年,min33186.txt
岩手県,普代,平均年,mea33206.txt
岩手県,普代,多照年,max33206.txt
岩手県,普代,寡照年,min33206.txt
岩手県,岩手松尾,平均年,mea33226.txt
岩手県,岩手松尾,多照年,max33226.txt
岩手県,岩手松尾,寡照年,min33226.txt
岩手県,好摩,平均年,mea33296.txt
岩手県,好摩,多照年,max33296.txt
岩手県,好摩,寡照年,min33296.txt
岩手県,岩泉,平均年,mea33326.txt
岩手県,岩泉,多照年,max33326.txt
岩手県,岩泉,寡照年,min33326.txt
岩手県,小本,平均年,mea33336.txt
岩手県,小本,多照年,max33336.txt
岩手県,小本,寡照年,min33336.txt
岩手県,藪川,平均年,mea33371.txt
岩手県,藪川,多照年,max33371.txt
岩手県,藪川,寡照年,min33371.txt
岩手県,雫石,平均年,mea33421.txt
岩手県,雫石,多照年,max33421.txt
岩手県,雫石,寡照年,min33421.txt
岩手県,盛岡,平均年,mea33431.txt
岩手県,盛岡,多照年,max33431.txt
岩手県,盛岡,寡照年,min33431.txt
岩手県,区界,平均年,mea33441.txt
岩手県,区界,多照年,max33441.txt
岩手県,区界,寡照年,min33441.txt
岩手県,宮古,平均年,mea33472.txt
岩手県,宮古,多照年,max33472.txt
岩手県,宮古,寡照年,min33472.txt
岩手県,紫波,平均年,mea33501.txt
岩手県,紫波,多照年,max33501.txt
岩手県,紫波,寡照年,min33501.txt
岩手県,川井,平均年,mea33526.txt
岩手県,川井,多照年,max33526.txt
岩手県,川井,寡照年,min33526.txt
岩手県,沢内,平均年,mea33561.txt
岩手県,沢内,多照年,max33561.txt
岩手県,沢内,寡照年,min33561.txt
岩手県,大迫,平均年,mea33581.txt
岩手県,大迫,多照年,max33581.txt
岩手県,大迫,寡照年,min33581.txt
岩手県,山田,平均年,mea33616.txt
岩手県,山田,多照年,max33616.txt
岩手県,山田,寡照年,min33616.txt
岩手県,湯田,平均年,mea33631.txt
岩手県,湯田,多照年,max33631.txt
岩手県,湯田,寡照年,min33631.txt
岩手県,遠野,平均年,mea33671.txt
岩手県,遠野,多照年,max33671.txt
岩手県,遠野,寡照年,min33671.txt
岩手県,北上,平均年,mea33716.txt
岩手県,北上,多照年,max33716.txt
岩手県,北上,寡照年,min33716.txt
岩手県,釜石,平均年,mea33751.txt
岩手県,釜石,多照年,max33751.txt
岩手県,釜石,寡照年,min33751.txt
岩手県,若柳,平均年,mea33776.txt
岩手県,若柳,多照年,max33776.txt
岩手県,若柳,寡照年,min33776.txt
岩手県,江刺,平均年,mea33781.txt
岩手県,江刺,多照年,max33781.txt
岩手県,江刺,寡照年,min33781.txt
岩手県,住田,平均年,mea33801.txt
岩手県,住田,多照年,max33801.txt
岩手県,住田,寡照年,min33801.txt
岩手県,大船渡,平均年,mea33877.txt
岩手県,大船渡,多照年,max33877.txt
岩手県,大船渡,寡照年,min33877.txt
岩手県,一関,平均年,mea33911.txt
岩手県,一関,多照年,max33911.txt
岩手県,一関,寡照年,min33911.txt
岩手県,千厩,平均年,mea33921.txt
岩手県,千厩,多照年,max33921.txt
岩手県,千厩,寡照年,min33921.txt
宮城県,駒ノ湯,平均年,mea34012.txt
宮城県,駒ノ湯,多照年,max34012.txt
宮城県,駒ノ湯,寡照年,min34012.txt
宮城県,気仙沼,平均年,mea34026.txt
宮城県,気仙沼,多照年,max34026.txt
宮城県,気仙沼,寡照年,min34026.txt
宮城県,川渡,平均年,mea34096.txt
宮城県,川渡,多照年,max34096.txt
宮城県,川渡,寡照年,min34096.txt
宮城県,築館,平均年,mea34111.txt
宮城県,築館,多照年,max34111.txt
宮城県,築館,寡照年,min34111.txt
宮城県,米山,平均年,mea34171.txt
宮城県,米山,多照年,max34171.txt
宮城県,米山,寡照年,min34171.txt
宮城県,志津川,平均年,mea34186.txt
宮城県,志津川,多照年,max34186.txt
宮城県,志津川,寡照年,min34186.txt
宮城県,古川,平均年,mea34216.txt
宮城県,古川,多照年,max34216.txt
宮城県,古川,寡照年,min34216.txt
宮城県,大衡,平均年,mea34266.txt
宮城県,大衡,多照年,max34266.txt
宮城県,大衡,寡照年,min34266.txt
宮城県,鹿島台,平均年,mea34276.txt
宮城県,鹿島台,多照年,max34276.txt
宮城県,鹿島台,寡照年,min34276.txt
宮城県,石巻,平均年,mea34292.txt
宮城県,石巻,多照年,max34292.txt
宮城県,石巻,寡照年,min34292.txt
宮城県,新川,平均年,mea34311.txt
宮城県,新川,多照年,max34311.txt
宮城県,新川,寡照年,min34311.txt
宮城県,塩釜,平均年,mea34331.txt
宮城県,塩釜,多照年,max34331.txt
宮城県,塩釜,寡照年,min34331.txt
宮城県,江ノ島,平均年,mea34361.txt
宮城県,江ノ島,多照年,max34361.txt
宮城県,江ノ島,寡照年,min34361.txt
宮城県,仙台,平均年,mea34392.txt
宮城県,仙台,多照年,max34392.txt
宮城県,仙台,寡照年,min34392.txt
宮城県,白石,平均年,mea34461.txt
宮城県,白石,多照年,max34461.txt
宮城県,白石,寡照年,min34461.txt
宮城県,蔵王,平均年,mea34462.txt
宮城県,蔵王,多照年,max34462.txt
宮城県,蔵王,寡照年,min34462.txt
宮城県,亘理,平均年,mea34471.txt
宮城県,亘理,多照年,max34471.txt
宮城県,亘理,寡照年,min34471.txt
宮城県,丸森,平均年,mea34506.txt
宮城県,丸森,多照年,max34506.txt
宮城県,丸森,寡照年,min34506.txt
山形県,飛島,平均年,mea35002.txt
山形県,飛島,多照年,max35002.txt
山形県,飛島,寡照年,min35002.txt
山形県,酒田,平均年,mea35052.txt
山形県,酒田,多照年,max35052.txt
山形県,酒田,寡照年,min35052.txt
山形県,差首鍋,平均年,mea35071.txt
山形県,差首鍋,多照年,max35071.txt
山形県,差首鍋,寡照年,min35071.txt
山形県,金山,平均年,mea35116.txt
山形県,金山,多照年,max35116.txt
山形県,金山,寡照年,min35116.txt
山形県,鶴岡,平均年,mea35141.txt
山形県,鶴岡,多照年,max35141.txt
山形県,鶴岡,寡照年,min35141.txt
山形県,狩川,平均年,mea35146.txt
山形県,狩川,多照年,max35146.txt
山形県,狩川,寡照年,min35146.txt
山形県,新庄,平均年,mea35162.txt
山形県,新庄,多照年,max35162.txt
山形県,新庄,寡照年,min35162.txt
山形県,向町,平均年,mea35176.txt
山形県,向町,多照年,max35176.txt
山形県,向町,寡照年,min35176.txt
山形県,肘折,平均年,mea35216.txt
山形県,肘折,多照年,max35216.txt
山形県,肘折,寡照年,min35216.txt
山形県,尾花沢,平均年,mea35231.txt
山形県,尾花沢,多照年,max35231.txt
山形県,尾花沢,寡照年,min35231.txt
山形県,鼠ケ関,平均年,mea35246.txt
山形県,鼠ケ関,多照年,max35246.txt
山形県,鼠ケ関,寡照年,min35246.txt
山形県,村山,平均年,mea35332.txt
山形県,村山,多照年,max35332.txt
山形県,村山,寡照年,min35332.txt
山形県,大井沢,平均年,mea35361.txt
山形県,大井沢,多照年,max35361.txt
山形県,大井沢,寡照年,min35361.txt
山形県,左沢,平均年,mea35376.txt
山形県,左沢,多照年,max35376.txt
山形県,左沢,寡照年,min35376.txt
山形県,山形,平均年,mea35426.txt
山形県,山形,多照年,max35426.txt
山形県,山形,寡照年,min35426.txt
山形県,長井,平均年,mea35456.txt
山形県,長井,多照年,max35456.txt
山形県,長井,寡照年,min35456.txt
山形県,小国,平均年,mea35486.txt
山形県,小国,多照年,max35486.txt
山形県,小国,寡照年,min35486.txt
山形県,高畠,平均年,mea35511.txt
山形県,高畠,多照年,max35511.txt
山形県,高畠,寡照年,min35511.txt
山形県,高峰,平均年,mea35541.txt
山形県,高峰,多照年,max35541.txt
山形県,高峰,寡照年,min35541.txt
山形県,米沢,平均年,mea35552.txt
山形県,米沢,多照年,max35552.txt
山形県,米沢,寡照年,min35552.txt
福島県,茂庭,平均年,mea36056.txt
福島県,茂庭,多照年,max36056.txt
福島県,茂庭,寡照年,min36056.txt
福島県,梁川,平均年,mea36066.txt
福島県,梁川,多照年,max36066.txt
福島県,梁川,寡照年,min36066.txt
福島県,桧原,平均年,mea36106.txt
福島県,桧原,多照年,max36106.txt
福島県,桧原,寡照年,min36106.txt
福島県,福島,平均年,mea36126.txt
福島県,福島,多照年,max36126.txt
福島県,福島,寡照年,min36126.txt
福島県,相馬,平均年,mea36151.txt
福島県,相馬,多照年,max36151.txt
福島県,相馬,寡照年,min36151.txt
福島県,喜多方,平均年,mea36176.txt
福島県,喜多方,多照年,max36176.txt
福島県,喜多方,寡照年,min36176.txt
福島県,鷲倉,平均年,mea36196.txt
福島県,鷲倉,多照年,max36196.txt
福島県,鷲倉,寡照年,min36196.txt
福島県,飯舘,平均年,mea36221.txt
福島県,飯舘,多照年,max36221.txt
福島県,飯舘,寡照年,min36221.txt
福島県,西会津,平均年,mea36251.txt
福島県,西会津,多照年,max36251.txt
福島県,西会津,寡照年,min36251.txt
福島県,猪苗代,平均年,mea36276.txt
福島県,猪苗代,多照年,max36276.txt
福島県,猪苗代,寡照年,min36276.txt
福島県,二本松,平均年,mea36291.txt
福島県,二本松,多照年,max36291.txt
福島県,二本松,寡照年,min36291.txt
福島県,金山,平均年,mea36342.txt
福島県,金山,多照年,max36342.txt
福島県,金山,寡照年,min36342.txt
福島県,若松,平均年,mea36361.txt
福島県,若松,多照年,max36361.txt
福島県,若松,寡照年,min36361.txt
福島県,船引,平均年,mea36391.txt
福島県,船引,多照年,max36391.txt
福島県,船引,寡照年,min36391.txt
福島県,浪江,平均年,mea36411.txt
福島県,浪江,多照年,max36411.txt
福島県,浪江,寡照年,min36411.txt
福島県,只見,平均年,mea36426.txt
福島県,只見,多照年,max36426.txt
福島県,只見,寡照年,min36426.txt
福島県,郡山,平均年,mea36476.txt
福島県,郡山,多照年,max36476.txt
福島県,郡山,寡照年,min36476.txt
福島県,川内,平均年,mea36501.txt
福島県,川内,多照年,max36501.txt
福島県,川内,寡照年,min36501.txt
福島県,南郷,平均年,mea36536.txt
福島県,南郷,多照年,max36536.txt
福島県,南郷,寡照年,min36536.txt
福島県,湯本,平均年,mea36562.txt
福島県,湯本,多照年,max36562.txt
福島県,湯本,寡照年,min36562.txt
福島県,小野新町,平均年,mea36591.txt
福島県,小野新町,多照年,max36591.txt
福島県,小野新町,寡照年,min36591.txt
福島県,広野,平均年,mea36611.txt
福島県,広野,多照年,max36611.txt
福島県,広野,寡照年,min36611.txt
福島県,田島,平均年,mea36641.txt
福島県,田島,多照年,max36641.txt
福島県,田島,寡照年,min36641.txt
福島県,白河,平均年,mea36667.txt
福島県,白河,多照年,max36667.txt
福島県,白河,寡照年,min36667.txt
福島県,石川,平均年,mea36676.txt
福島県,石川,多照年,max36676.txt
福島県,石川,寡照年,min36676.txt
福島県,東白川,平均年,mea36821.txt
福島県,東白川,多照年,max36821.txt
福島県,東白川,寡照年,min36821.txt
福島県,山田,平均年,mea36836.txt
福島県,山田,多照年,max36836.txt
福島県,山田,寡照年,min36836.txt
福島県,小名浜,平均年,mea36846.txt
福島県,小名浜,多照年,max36846.txt
福島県,小名浜,寡照年,min36846.txt
茨城県,北茨城,平均年,mea40046.txt
茨城県,北茨城,多照年,max40046.txt
茨城県,北茨城,寡照年,min40046.txt
茨城県,大子,平均年,mea40061.txt
茨城県,大子,多照年,max40061.txt
茨城県,大子,寡照年,min40061.txt
茨城県,小瀬,平均年,mea40091.txt
茨城県,小瀬,多照年,max40091.txt
茨城県,小瀬,寡照年,min40091.txt
茨城県,日立,平均年,mea40136.txt
茨城県,日立,多照年,max40136.txt
茨城県,日立,寡照年,min40136.txt
茨城県,笠間,平均年,mea40191.txt
茨城県,笠間,多照年,max40191.txt
茨城県,笠間,寡照年,min40191.txt
茨城県,水戸,平均年,mea40201.txt
茨城県,水戸,多照年,max40201.txt
茨城県,水戸,寡照年,min40201.txt
茨城県,古河,平均年,mea40221.txt
茨城県,古河,多照年,max40221.txt
茨城県,古河,寡照年,min40221.txt
茨城県,下妻,平均年,mea40281.txt
茨城県,下妻,多照年,max40281.txt
茨城県,下妻,寡照年,min40281.txt
茨城県,鉾田,平均年,mea40311.txt
茨城県,鉾田,多照年,max40311.txt
茨城県,鉾田,寡照年,min40311.txt
茨城県,つくば,平均年,mea40336.txt
茨城県,つくば,多照年,max40336.txt
茨城県,つくば,寡照年,min40336.txt
茨城県,土浦,平均年,mea40341.txt
茨城県,土浦,多照年,max40341.txt
茨城県,土浦,寡照年,min40341.txt
茨城県,鹿嶋,平均年,mea40406.txt
茨城県,鹿嶋,多照年,max40406.txt
茨城県,鹿嶋,寡照年,min40406.txt
茨城県,龍ケ崎,平均年,mea40426.txt
茨城県,龍ケ崎,多照年,max40426.txt
茨城県,龍ケ崎,寡照年,min40426.txt
栃木県,那須,平均年,mea41011.txt
栃木県,那須,多照年,max41011.txt
栃木県,那須,寡照年,min41011.txt
栃木県,五十里,平均年,mea41076.txt
栃木県,五十里,多照年,max41076.txt
栃木県,五十里,寡照年,min41076.txt
栃木県,黒磯,平均年,mea41091.txt
栃木県,黒磯,多照年,max41091.txt
栃木県,黒磯,寡照年,min41091.txt
栃木県,土呂部,平均年,mea41116.txt
栃木県,土呂部,多照年,max41116.txt
栃木県,土呂部,寡照年,min41116.txt
栃木県,大田原,平均年,mea41141.txt
栃木県,大田原,多照年,max41141.txt
栃木県,大田原,寡照年,min41141.txt
栃木県,奥日光,平均年,mea41166.txt
栃木県,奥日光,多照年,max41166.txt
栃木県,奥日光,寡照年,min41166.txt
栃木県,今市,平均年,mea41171.txt
栃木県,今市,多照年,max41171.txt
栃木県,今市,寡照年,min41171.txt
栃木県,塩谷,平均年,mea41181.txt
栃木県,塩谷,多照年,max41181.txt
栃木県,塩谷,寡照年,min41181.txt
栃木県,那須烏山,平均年,mea41247.txt
栃木県,那須烏山,多照年,max41247.txt
栃木県,那須烏山,寡照年,min41247.txt
栃木県,鹿沼,平均年,mea41271.txt
栃木県,鹿沼,多照年,max41271.txt
栃木県,鹿沼,寡照年,min41271.txt
栃木県,宇都宮,平均年,mea41277.txt
栃木県,宇都宮,多照年,max41277.txt
栃木県,宇都宮,寡照年,min41277.txt
栃木県,真岡,平均年,mea41331.txt
栃木県,真岡,多照年,max41331.txt
栃木県,真岡,寡照年,min41331.txt
栃木県,佐野,平均年,mea41361.txt
栃木県,佐野,多照年,max41361.txt
栃木県,佐野,寡照年,min41361.txt
栃木県,小山,平均年,mea41376.txt
栃木県,小山,多照年,max41376.txt
栃木県,小山,寡照年,min41376.txt
群馬県,藤原,平均年,mea42046.txt
群馬県,藤原,多照年,max42046.txt
群馬県,藤原,寡照年,min42046.txt
群馬県,みなかみ,平均年,mea42091.txt
群馬県,みなかみ,多照年,max42091.txt
群馬県,みなかみ,寡照年,min42091.txt
群馬県,草津,平均年,mea42121.txt
群馬県,草津,多照年,max42121.txt
群馬県,草津,寡照年,min42121.txt
群馬県,沼田,平均年,mea42146.txt
群馬県,沼田,多照年,max42146.txt
群馬県,沼田,寡照年,min42146.txt
群馬県,中之条,平均年,mea42186.txt
群馬県,中之条,多照年,max42186.txt
群馬県,中之条,寡照年,min42186.txt
群馬県,田代,平均年,mea42221.txt
群馬県,田代,多照年,max42221.txt
群馬県,田代,寡照年,min42221.txt
群馬県,前橋,平均年,mea42251.txt
群馬県,前橋,多照年,max42251.txt
群馬県,前橋,寡照年,min42251.txt
群馬県,桐生,平均年,mea42266.txt
群馬県,桐生,多照年,max42266.txt
群馬県,桐生,寡照年,min42266.txt
群馬県,上里見,平均年,mea42286.txt
群馬県,上里見,多照年,max42286.txt
群馬県,上里見,寡照年,min42286.txt
群馬県,伊勢崎,平均年,mea42302.txt
群馬県,伊勢崎,多照年,max42302.txt
群馬県,伊勢崎,寡照年,min42302.txt
群馬県,西野牧,平均年,mea42326.txt
群馬県,西野牧,多照年,max42326.txt
群馬県,西野牧,寡照年,min42326.txt
群馬県,館林,平均年,mea42366.txt
群馬県,館林,多照年,max42366.txt
群馬県,館林,寡照年,min42366.txt
群馬県,神流,平均年,mea42396.txt
群馬県,神流,多照年,max42396.txt
群馬県,神流,寡照年,min42396.txt
埼玉県,寄居,平均年,mea43051.txt
埼玉県,寄居,多照年,max43051.txt
埼玉県,寄居,寡照年,min43051.txt
埼玉県,熊谷,平均年,mea43056.txt
埼玉県,熊谷,多照年,max43056.txt
埼玉県,熊谷,寡照年,min43056.txt
埼玉県,久喜,平均年,mea43126.txt
埼玉県,久喜,多照年,max43126.txt
埼玉県,久喜,寡照年,min43126.txt
埼玉県,秩父,平均年,mea43156.txt
埼玉県,秩父,多照年,max43156.txt
埼玉県,秩父,寡照年,min43156.txt
埼玉県,鳩山,平均年,mea43171.txt
埼玉県,鳩山,多照年,max43171.txt
埼玉県,鳩山,寡照年,min43171.txt
埼玉県,さいたま,平均年,mea43241.txt
埼玉県,さいたま,多照年,max43241.txt
埼玉県,さいたま,寡照年,min43241.txt
埼玉県,越谷,平均年,mea43256.txt
埼玉県,越谷,多照年,max43256.txt
埼玉県,越谷,寡照年,min43256.txt
埼玉県,所沢,平均年,mea43266.txt
埼玉県,所沢,多照年,max43266.txt
埼玉県,所沢,寡照年,min43266.txt
東京都,小河内,平均年,mea44046.txt
東京都,小河内,多照年,max44046.txt
東京都,小河内,寡照年,min44046.txt
東京都,青梅,平均年,mea44056.txt
東京都,青梅,多照年,max44056.txt
東京都,青梅,寡照年,min44056.txt
東京都,練馬,平均年,mea44076.txt
東京都,練馬,多照年,max44076.txt
東京都,練馬,寡照年,min44076.txt
東京都,八王子,平均年,mea44112.txt
東京都,八王子,多照年,max44112.txt
東京都,八王子,寡照年,min44112.txt
東京都,府中,平均年,mea44116.txt
東京都,府中,多照年,max44116.txt
東京都,府中,寡照年,min44116.txt
東京都,東京,平均年,mea44132.txt
東京都,東京,多照年,max44132.txt
東京都,東京,寡照年,min44132.txt
東京都(伊豆諸島),大島,平均年,mea44172.txt
東京都(伊豆諸島),大島,多照年,max44172.txt
東京都(伊豆諸島),大島,寡照年,min44172.txt
東京都(伊豆諸島),新島,平均年,mea44206.txt
東京都(伊豆諸島),新島,多照年,max44206.txt
東京都(伊豆諸島),新島,寡照年,min44206.txt
東京都(伊豆諸島),三宅島,平均年,mea44226.txt
東京都(伊豆諸島),三宅島,多照年,max44226.txt
東京都(伊豆諸島),三宅島,寡照年,min44226.txt
東京都(伊豆諸島),八丈島,平均年,mea44263.txt
東京都(伊豆諸島),八丈島,多照年,max44263.txt
東京都(伊豆諸島),八丈島,寡照年,min44263.txt
東京都(小笠原諸島),父島,平均年,mea44301.txt
東京都(小笠原諸島),父島,多照年,max44301.txt
東京都(小笠原諸島),父島,寡照年,min44301.txt
東京都(小笠原諸島),南鳥島,平均年,mea44356.txt
東京都(小笠原諸島),南鳥島,多照年,max44356.txt
東京都(小笠原諸島),南鳥島,寡照年,min44356.txt
千葉県,我孫子,平均年,mea45056.txt
千葉県,我孫子,多照年,max45056.txt
千葉県,我孫子,寡照年,min45056.txt
千葉県,香取,平均年,mea45081.txt
千葉県,香取,多照年,max45081.txt
千葉県,香取,寡照年,min45081.txt
千葉県,船橋,平均年,mea45106.txt
千葉県,船橋,多照年,max45106.txt
千葉県,船橋,寡照年,min45106.txt
千葉県,佐倉,平均年,mea45116.txt
千葉県,佐倉,多照年,max45116.txt
千葉県,佐倉,寡照年,min45116.txt
千葉県,銚子,平均年,mea45147.txt
千葉県,銚子,多照年,max45147.txt
千葉県,銚子,寡照年,min45147.txt
千葉県,横芝光,平均年,mea45181.txt
千葉県,横芝光,多照年,max45181.txt
千葉県,横芝光,寡照年,min45181.txt
千葉県,千葉,平均年,mea45212.txt
千葉県,千葉,多照年,max45212.txt
千葉県,千葉,寡照年,min45212.txt
千葉県,茂原,平均年,mea45261.txt
千葉県,茂原,多照年,max45261.txt
千葉県,茂原,寡照年,min45261.txt
千葉県,木更津,平均年,mea45282.txt
千葉県,木更津,多照年,max45282.txt
千葉県,木更津,寡照年,min45282.txt
千葉県,牛久,平均年,mea45291.txt
千葉県,牛久,多照年,max45291.txt
千葉県,牛久,寡照年,min45291.txt
千葉県,坂畑,平均年,mea45326.txt
千葉県,坂畑,多照年,max45326.txt
千葉県,坂畑,寡照年,min45326.txt
千葉県,鴨川,平均年,mea45361.txt
千葉県,鴨川,多照年,max45361.txt
千葉県,鴨川,寡照年,min45361.txt
千葉県,勝浦,平均年,mea45371.txt
千葉県,勝浦,多照年,max45371.txt
千葉県,勝浦,寡照年,min45371.txt
千葉県,館山,平均年,mea45401.txt
千葉県,館山,多照年,max45401.txt
千葉県,館山,寡照年,min45401.txt
神奈川県,海老名,平均年,mea46091.txt
神奈川県,海老名,多照年,max46091.txt
神奈川県,海老名,寡照年,min46091.txt
神奈川県,横浜,平均年,mea46106.txt
神奈川県,横浜,多照年,max46106.txt
神奈川県,横浜,寡照年,min46106.txt
神奈川県,辻堂,平均年,mea46141.txt
神奈川県,辻堂,多照年,max46141.txt
神奈川県,辻堂,寡照年,min46141.txt
神奈川県,小田原,平均年,mea46166.txt
神奈川県,小田原,多照年,max46166.txt
神奈川県,小田原,寡照年,min46166.txt
神奈川県,三浦,平均年,mea46211.txt
神奈川県,三浦,多照年,max46211.txt
神奈川県,三浦,寡照年,min46211.txt
長野県,野沢温泉,平均年,mea48031.txt
長野県,野沢温泉,多照年,max48031.txt
長野県,野沢温泉,寡照年,min48031.txt
長野県,信濃町,平均年,mea48061.txt
長野県,信濃町,多照年,max48061.txt
長野県,信濃町,寡照年,min48061.txt
長野県,飯山,平均年,mea48066.txt
長野県,飯山,多照年,max48066.txt
長野県,飯山,寡照年,min48066.txt
長野県,白馬,平均年,mea48141.txt
長野県,白馬,多照年,max48141.txt
長野県,白馬,寡照年,min48141.txt
長野県,長野,平均年,mea48156.txt
長野県,長野,多照年,max48156.txt
長野県,長野,寡照年,min48156.txt
長野県,大町,平均年,mea48191.txt
長野県,大町,多照年,max48191.txt
長野県,大町,寡照年,min48191.txt
長野県,信州新町,平均年,mea48196.txt
長野県,信州新町,多照年,max48196.txt
長野県,信州新町,寡照年,min48196.txt
長野県,菅平,平均年,mea48216.txt
長野県,菅平,多照年,max48216.txt
長野県,菅平,寡照年,min48216.txt
長野県,上田,平均年,mea48256.txt
長野県,上田,多照年,max48256.txt
長野県,上田,寡照年,min48256.txt
長野県,穂高,平均年,mea48296.txt
長野県,穂高,多照年,max48296.txt
長野県,穂高,寡照年,min48296.txt
長野県,東御,平均年,mea48321.txt
長野県,東御,多照年,max48321.txt
長野県,東御,寡照年,min48321.txt
長野県,軽井沢,平均年,mea48331.txt
長野県,軽井沢,多照年,max48331.txt
長野県,軽井沢,寡照年,min48331.txt
長野県,松本,平均年,mea48361.txt
長野県,松本,多照年,max48361.txt
長野県,松本,寡照年,min48361.txt
長野県,立科,平均年,mea48381.txt
長野県,立科,多照年,max48381.txt
長野県,立科,寡照年,min48381.txt
長野県,佐久,平均年,mea48386.txt
長野県,佐久,多照年,max48386.txt
長野県,佐久,寡照年,min48386.txt
長野県,奈川,平均年,mea48466.txt
長野県,奈川,多照年,max48466.txt
長野県,奈川,寡照年,min48466.txt
長野県,諏訪,平均年,mea48491.txt
長野県,諏訪,多照年,max48491.txt
長野県,諏訪,寡照年,min48491.txt
長野県,開田高原,平均年,mea48531.txt
長野県,開田高原,多照年,max48531.txt
長野県,開田高原,寡照年,min48531.txt
長野県,木曽平沢,平均年,mea48541.txt
長野県,木曽平沢,多照年,max48541.txt
長野県,木曽平沢,寡照年,min48541.txt
長野県,辰野,平均年,mea48546.txt
長野県,辰野,多照年,max48546.txt
長野県,辰野,寡照年,min48546.txt
長野県,原村,平均年,mea48561.txt
長野県,原村,多照年,max48561.txt
長野県,原村,寡照年,min48561.txt
長野県,野辺山,平均年,mea48571.txt
長野県,野辺山,多照年,max48571.txt
長野県,野辺山,寡照年,min48571.txt
長野県,木曽福島,平均年,mea48606.txt
長野県,木曽福島,多照年,max48606.txt
長野県,木曽福島,寡照年,min48606.txt
長野県,伊那,平均年,mea48621.txt
長野県,伊那,多照年,max48621.txt
長野県,伊那,寡照年,min48621.txt
長野県,南木曽,平均年,mea48717.txt
長野県,南木曽,多照年,max48717.txt
長野県,南木曽,寡照年,min48717.txt
長野県,飯島,平均年,mea48731.txt
長野県,飯島,多照年,max48731.txt
長野県,飯島,寡照年,min48731.txt
長野県,飯田,平均年,mea48767.txt
長野県,飯田,多照年,max48767.txt
長野県,飯田,寡照年,min48767.txt
長野県,浪合,平均年,mea48826.txt
長野県,浪合,多照年,max48826.txt
長野県,浪合,寡照年,min48826.txt
長野県,南信濃,平均年,mea48841.txt
長野県,南信濃,多照年,max48841.txt
長野県,南信濃,寡照年,min48841.txt
山梨県,大泉,平均年,mea49036.txt
山梨県,大泉,多照年,max49036.txt
山梨県,大泉,寡照年,min49036.txt
山梨県,韮崎,平均年,mea49086.txt
山梨県,韮崎,多照年,max49086.txt
山梨県,韮崎,寡照年,min49086.txt
山梨県,甲府,平均年,mea49142.txt
山梨県,甲府,多照年,max49142.txt
山梨県,甲府,寡照年,min49142.txt
山梨県,勝沼,平均年,mea49151.txt
山梨県,勝沼,多照年,max49151.txt
山梨県,勝沼,寡照年,min49151.txt
山梨県,大月,平均年,mea49161.txt
山梨県,大月,多照年,max49161.txt
山梨県,大月,寡照年,min49161.txt
山梨県,古関,平均年,mea49196.txt
山梨県,古関,多照年,max49196.txt
山梨県,古関,寡照年,min49196.txt
山梨県,切石,平均年,mea49236.txt
山梨県,切石,多照年,max49236.txt
山梨県,切石,寡照年,min49236.txt
山梨県,河口湖,平均年,mea49251.txt
山梨県,河口湖,多照年,max49251.txt
山梨県,河口湖,寡照年,min49251.txt
山梨県,山中,平均年,mea49256.txt
山梨県,山中,多照年,max49256.txt
山梨県,山中,寡照年,min49256.txt
山梨県,南部,平均年,mea49316.txt
山梨県,南部,多照年,max49316.txt
山梨県,南部,寡照年,min49316.txt
静岡県,井川,平均年,mea50106.txt
静岡県,井川,多照年,max50106.txt
静岡県,井川,寡照年,min50106.txt
静岡県,御殿場,平均年,mea50136.txt
静岡県,御殿場,多照年,max50136.txt
静岡県,御殿場,寡照年,min50136.txt
静岡県,富士,平均年,mea50196.txt
静岡県,富士,多照年,max50196.txt
静岡県,富士,寡照年,min50196.txt
静岡県,三島,平均年,mea50206.txt
静岡県,三島,多照年,max50206.txt
